position,score_rank,authid,name,n_articles,n_text_cue_articles,n_first,n_last,n_panel_cue_articles,panel_provider_cues,fractional_credit_on_counted_articles,tess_investigator_in_frozen_roster,article_ids,scopus_author_url,status
6312,2190,57215094590,Simon L.,1,0,0,1,0,,0.333333,false,85102986822,https://www.scopus.com/authid/detail.uri?authorId=57215094590,provisional_query_candidates
6313,2190,57215188488,Feng Z.,1,1,1,0,0,,0.25,false,105028326613,https://www.scopus.com/authid/detail.uri?authorId=57215188488,provisional_query_candidates
6314,2190,57215213306,Matthieu J.,1,0,1,0,0,,0.25,false,105034062439,https://www.scopus.com/authid/detail.uri?authorId=57215213306,provisional_query_candidates
6315,2190,57215218548,Gessler T.,1,0,0,1,0,,0.5,false,85156182554,https://www.scopus.com/authid/detail.uri?authorId=57215218548,provisional_query_candidates
6316,2190,57215298412,Qvist J.Y.,1,1,1,0,0,,0.5,false,85213964893,https://www.scopus.com/authid/detail.uri?authorId=57215298412,provisional_query_candidates
6317,2190,57215419239,van Es R.,1,1,1,0,0,,0.25,false,85120155826,https://www.scopus.com/authid/detail.uri?authorId=57215419239,provisional_query_candidates
6318,2190,57215420907,Mede N.G.,1,0,1,0,0,,0.25,false,85184470472,https://www.scopus.com/authid/detail.uri?authorId=57215420907,provisional_query_candidates
6319,2190,57215576290,Quan J.,1,0,1,0,0,,0.25,false,105014914690,https://www.scopus.com/authid/detail.uri?authorId=57215576290,provisional_query_candidates
6320,2190,57215582537,Li Y.,1,0,0,1,0,,0.5,false,85173974191,https://www.scopus.com/authid/detail.uri?authorId=57215582537,provisional_query_candidates
6321,2190,57215591747,Jap J.,1,0,0,1,0,,0.5,false,85189004999,https://www.scopus.com/authid/detail.uri?authorId=57215591747,provisional_query_candidates
6322,2190,57215603508,van der Vegt I.,1,1,0,1,0,,0.5,false,105023533513,https://www.scopus.com/authid/detail.uri?authorId=57215603508,provisional_query_candidates
6323,2190,57215611232,Chen F.R.,1,0,1,0,0,,0.333333,false,105032860235,https://www.scopus.com/authid/detail.uri?authorId=57215611232,provisional_query_candidates
6324,2190,57215651503,Kirkizh N.,1,0,1,0,0,,0.333333,false,85141385272,https://www.scopus.com/authid/detail.uri?authorId=57215651503,provisional_query_candidates
6325,2190,57215651906,Dong H.,1,1,0,1,0,,0.5,false,85209705929,https://www.scopus.com/authid/detail.uri?authorId=57215651906,provisional_query_candidates
6326,2190,57215653238,Zhou Y.,1,1,1,0,0,,0.333333,false,105034780090,https://www.scopus.com/authid/detail.uri?authorId=57215653238,provisional_query_candidates
6327,2190,57215653867,Dawson S.,1,0,1,1,0,,1.0,false,85126606454,https://www.scopus.com/authid/detail.uri?authorId=57215653867,provisional_query_candidates
6328,2190,57215656909,Elkjær M.A.,1,0,1,0,0,,0.5,false,85204445209,https://www.scopus.com/authid/detail.uri?authorId=57215656909,provisional_query_candidates
6329,2190,57215673886,van der Duin D.,1,0,1,0,0,,0.333333,false,105045370981,https://www.scopus.com/authid/detail.uri?authorId=57215673886,provisional_query_candidates
6330,2190,57215674800,Liu H.,1,1,0,1,0,,0.2,false,85114803284,https://www.scopus.com/authid/detail.uri?authorId=57215674800,provisional_query_candidates
6331,2190,57215847158,Kim Y.,1,0,1,1,0,,1.0,false,85124258687,https://www.scopus.com/authid/detail.uri?authorId=57215847158,provisional_query_candidates
6332,2190,57215850147,Zhang S.,1,1,0,1,0,,0.5,true,105007833424,https://www.scopus.com/authid/detail.uri?authorId=57215850147,provisional_query_candidates
6333,2190,57215855434,Abbiati L.,1,0,1,0,0,,0.333333,false,85082130059,https://www.scopus.com/authid/detail.uri?authorId=57215855434,provisional_query_candidates
6334,2190,57215876162,Zhang Y.,1,1,1,0,0,,0.142857,false,105003296663,https://www.scopus.com/authid/detail.uri?authorId=57215876162,provisional_query_candidates
6335,2190,57215962388,Ren L.,1,0,0,1,0,,0.2,false,105003267511,https://www.scopus.com/authid/detail.uri?authorId=57215962388,provisional_query_candidates
6336,2190,57216010933,McGarty C.,1,0,0,1,0,,0.166667,false,85071936113,https://www.scopus.com/authid/detail.uri?authorId=57216010933,provisional_query_candidates
6337,2190,57216087439,Schenk M.,1,1,0,1,0,,0.333333,false,85082562018,https://www.scopus.com/authid/detail.uri?authorId=57216087439,provisional_query_candidates
6338,2190,57216149049,Stone-Sabali S.,1,1,1,0,0,,0.142857,false,105034157738,https://www.scopus.com/authid/detail.uri?authorId=57216149049,provisional_query_candidates
6339,2190,57216173785,Wei L.,1,1,1,0,0,,0.5,false,105004041449,https://www.scopus.com/authid/detail.uri?authorId=57216173785,provisional_query_candidates
6340,2190,57216184269,Liu X.L.,1,1,1,0,0,,0.25,false,85111291012,https://www.scopus.com/authid/detail.uri?authorId=57216184269,provisional_query_candidates
6341,2190,57216211169,Grilli S.,1,1,1,0,0,,0.333333,false,85082824971,https://www.scopus.com/authid/detail.uri?authorId=57216211169,provisional_query_candidates
6342,2190,57216249182,Stacey L.,1,1,1,1,0,,1.0,false,85121492178,https://www.scopus.com/authid/detail.uri?authorId=57216249182,provisional_query_candidates
6343,2190,57216252072,Saijo H.,1,1,1,0,0,,0.5,false,105002786008,https://www.scopus.com/authid/detail.uri?authorId=57216252072,provisional_query_candidates
6344,2190,57216297330,Li X.,1,1,1,0,0,,0.5,false,105010678652,https://www.scopus.com/authid/detail.uri?authorId=57216297330,provisional_query_candidates
6345,2190,57216317710,Mehl S.,1,0,0,1,0,,0.333333,false,85083095388,https://www.scopus.com/authid/detail.uri?authorId=57216317710,provisional_query_candidates
6346,2190,57216320749,Perry S.,1,1,1,0,0,,0.5,false,105034650268,https://www.scopus.com/authid/detail.uri?authorId=57216320749,provisional_query_candidates
6347,2190,57216322606,Kretschmer S.,1,0,1,1,0,,1.0,false,85187688157,https://www.scopus.com/authid/detail.uri?authorId=57216322606,provisional_query_candidates
6348,2190,57216323406,Lamb M.,1,1,0,1,0,,0.5,false,105034650268,https://www.scopus.com/authid/detail.uri?authorId=57216323406,provisional_query_candidates
6349,2190,57216331428,Rauf T.,1,0,1,0,0,,0.25,false,105031601408,https://www.scopus.com/authid/detail.uri?authorId=57216331428,provisional_query_candidates
6350,2190,57216354041,Gutiérrez M.,1,0,1,0,0,,0.333333,false,85134587163,https://www.scopus.com/authid/detail.uri?authorId=57216354041,provisional_query_candidates
6351,2190,57216357792,Gourlay K.,1,0,1,1,0,,1.0,false,85164132578,https://www.scopus.com/authid/detail.uri?authorId=57216357792,provisional_query_candidates
6352,2190,57216359009,Guo Y.,1,0,0,1,0,,0.25,false,105048624001,https://www.scopus.com/authid/detail.uri?authorId=57216359009,provisional_query_candidates
6353,2190,57216373449,Thaller A.,1,0,1,0,0,,0.2,false,85182981807,https://www.scopus.com/authid/detail.uri?authorId=57216373449,provisional_query_candidates
6354,2190,57216391958,Min C.,1,0,1,0,0,,0.5,false,85163529497,https://www.scopus.com/authid/detail.uri?authorId=57216391958,provisional_query_candidates
6355,2190,57216435210,Heisbourg E.,1,0,1,0,0,,0.5,false,85112380075,https://www.scopus.com/authid/detail.uri?authorId=57216435210,provisional_query_candidates
6356,2190,57216437732,Chmel K.,1,0,1,0,0,,0.333333,false,85116366910,https://www.scopus.com/authid/detail.uri?authorId=57216437732,provisional_query_candidates
6357,2190,57216455812,Haines A.,1,0,1,0,0,,0.25,false,85083555697,https://www.scopus.com/authid/detail.uri?authorId=57216455812,provisional_query_candidates
6358,2190,57216461119,Keppeler F.,1,0,1,0,0,,0.25,false,105010973131,https://www.scopus.com/authid/detail.uri?authorId=57216461119,provisional_query_candidates
6359,2190,57216489847,Wolff E.A.,1,0,0,1,0,,0.333333,false,85184263293,https://www.scopus.com/authid/detail.uri?authorId=57216489847,provisional_query_candidates
6360,2190,57216490934,Ding I.,1,0,1,0,0,,0.5,false,85092146048,https://www.scopus.com/authid/detail.uri?authorId=57216490934,provisional_query_candidates
6361,2190,57216493572,Fong C.Y.M.,1,1,1,0,0,,0.333333,false,85138585631,https://www.scopus.com/authid/detail.uri?authorId=57216493572,provisional_query_candidates
6362,2190,57216499395,Murphy C.J.,1,1,0,1,0,,0.333333,false,86000286539,https://www.scopus.com/authid/detail.uri?authorId=57216499395,provisional_query_candidates
6363,2190,57216509707,Wong J.C.S.,1,1,1,0,0,,0.5,false,85115869196,https://www.scopus.com/authid/detail.uri?authorId=57216509707,provisional_query_candidates
6364,2190,57216527031,Elligson R.,1,1,0,1,0,,0.2,false,105021547789,https://www.scopus.com/authid/detail.uri?authorId=57216527031,provisional_query_candidates
6365,2190,57216529151,Przeperski J.,1,1,1,0,0,,0.5,false,105031691455,https://www.scopus.com/authid/detail.uri?authorId=57216529151,provisional_query_candidates
6366,2190,57216531066,Klamar A.,1,1,0,1,0,,0.333333,false,85083789012,https://www.scopus.com/authid/detail.uri?authorId=57216531066,provisional_query_candidates
6367,2190,57216611710,Torrance J.,1,1,0,1,1,Prolific,0.333333,false,105024409055,https://www.scopus.com/authid/detail.uri?authorId=57216611710,provisional_query_candidates
6368,2190,57216661030,Alita L.,1,0,1,1,0,,1.0,false,105002394830,https://www.scopus.com/authid/detail.uri?authorId=57216661030,provisional_query_candidates
6369,2190,57216672708,Zhou J.,1,0,0,1,0,,0.2,false,85188318071,https://www.scopus.com/authid/detail.uri?authorId=57216672708,provisional_query_candidates
6370,2190,57216694319,Tabellini M.,1,0,0,1,0,,0.5,false,85121289697,https://www.scopus.com/authid/detail.uri?authorId=57216694319,provisional_query_candidates
6371,2190,57216695101,Kruse M.,1,0,1,1,0,,1.0,false,85138251266,https://www.scopus.com/authid/detail.uri?authorId=57216695101,provisional_query_candidates
6372,2190,57216743615,Su C.,1,1,0,1,0,,0.25,false,85085388354,https://www.scopus.com/authid/detail.uri?authorId=57216743615,provisional_query_candidates
6373,2190,57216748786,Smith T.,1,1,0,1,0,,0.2,false,85132668710,https://www.scopus.com/authid/detail.uri?authorId=57216748786,provisional_query_candidates
6374,2190,57216750657,Schwarz S.,1,1,1,0,0,,0.5,false,85125774527,https://www.scopus.com/authid/detail.uri?authorId=57216750657,provisional_query_candidates
6375,2190,57216758829,Tripodi E.,1,0,0,1,0,,0.5,false,85184479861,https://www.scopus.com/authid/detail.uri?authorId=57216758829,provisional_query_candidates
6376,2190,57216760513,Rancourt M.A.,1,0,0,1,0,,0.2,false,105044723576,https://www.scopus.com/authid/detail.uri?authorId=57216760513,provisional_query_candidates
6377,2190,57216764597,Campbell-Obaid M.,1,1,0,1,0,,0.5,false,85139452595,https://www.scopus.com/authid/detail.uri?authorId=57216764597,provisional_query_candidates
6378,2190,57216819738,Bankov P.,1,0,0,1,0,,0.333333,false,85109956668,https://www.scopus.com/authid/detail.uri?authorId=57216819738,provisional_query_candidates
6379,2190,57216823504,Poe M.,1,0,0,1,0,,0.5,false,85172120955,https://www.scopus.com/authid/detail.uri?authorId=57216823504,provisional_query_candidates
6380,2190,57216829052,Sharma D.,1,0,0,1,0,,0.2,false,85104305289,https://www.scopus.com/authid/detail.uri?authorId=57216829052,provisional_query_candidates
6381,2190,57216829271,Parajon E.,1,0,1,1,0,,1.0,false,105025465701,https://www.scopus.com/authid/detail.uri?authorId=57216829271,provisional_query_candidates
6382,2190,57216837235,Fager M.,1,1,0,1,0,,0.333333,false,85081711071,https://www.scopus.com/authid/detail.uri?authorId=57216837235,provisional_query_candidates
6383,2190,57216857533,Adona N.,1,0,0,1,0,,0.333333,false,85084977757,https://www.scopus.com/authid/detail.uri?authorId=57216857533,provisional_query_candidates
6384,2190,57216860640,Morris K.T.,1,0,1,0,0,,0.5,false,105014146854,https://www.scopus.com/authid/detail.uri?authorId=57216860640,provisional_query_candidates
6385,2190,57216872257,Bichay N.,1,0,1,1,0,,1.0,false,105047186257,https://www.scopus.com/authid/detail.uri?authorId=57216872257,provisional_query_candidates
6386,2190,57216879308,Liu F.,1,1,0,1,0,,0.25,false,105028326613,https://www.scopus.com/authid/detail.uri?authorId=57216879308,provisional_query_candidates
6387,2190,57216882741,Andersson O.,1,0,1,0,0,,0.25,false,85115417674,https://www.scopus.com/authid/detail.uri?authorId=57216882741,provisional_query_candidates
6388,2190,57216901575,Soo N.,1,1,1,0,0,,0.333333,false,85085163243,https://www.scopus.com/authid/detail.uri?authorId=57216901575,provisional_query_candidates
6389,2190,57216913552,Middel F.,1,1,1,0,0,,0.25,false,85126325764,https://www.scopus.com/authid/detail.uri?authorId=57216913552,provisional_query_candidates
6390,2190,57216918262,Chan N.K.M.,1,0,1,0,0,,0.333333,false,85090984456,https://www.scopus.com/authid/detail.uri?authorId=57216918262,provisional_query_candidates
6391,2190,57216924849,Held A.,1,1,1,1,0,,1.0,false,85160043542,https://www.scopus.com/authid/detail.uri?authorId=57216924849,provisional_query_candidates
6392,2190,57216950547,Gniza J.,1,0,1,0,0,,0.5,false,85207024939,https://www.scopus.com/authid/detail.uri?authorId=57216950547,provisional_query_candidates
6393,2190,57216953538,Lawson B.,1,1,0,1,0,,0.25,false,105012627181,https://www.scopus.com/authid/detail.uri?authorId=57216953538,provisional_query_candidates
6394,2190,57216981219,Benjamin Ashton H.,1,0,1,0,0,,0.5,false,85085621580,https://www.scopus.com/authid/detail.uri?authorId=57216981219,provisional_query_candidates
6395,2190,57217010874,Salemi C.,1,1,0,1,0,,0.2,false,105000264575,https://www.scopus.com/authid/detail.uri?authorId=57217010874,provisional_query_candidates
6396,2190,57217032407,Iyengar S.,1,0,0,1,0,,0.333333,false,85085901295,https://www.scopus.com/authid/detail.uri?authorId=57217032407,provisional_query_candidates
6397,2190,57217051051,Peng Y.,1,0,1,0,0,,0.166667,false,85169165401,https://www.scopus.com/authid/detail.uri?authorId=57217051051,provisional_query_candidates
6398,2190,57217058295,Marti D.,1,0,1,0,0,,0.333333,false,85134973840,https://www.scopus.com/authid/detail.uri?authorId=57217058295,provisional_query_candidates
6399,2190,57217071472,Shan K.,1,0,0,1,0,,0.333333,false,85086022673,https://www.scopus.com/authid/detail.uri?authorId=57217071472,provisional_query_candidates
6400,2190,57217117860,Usman Z.,1,0,0,1,0,,0.333333,false,85086317807,https://www.scopus.com/authid/detail.uri?authorId=57217117860,provisional_query_candidates
6401,2190,57217120617,Harris-Lane L.M.,1,1,1,0,0,,0.333333,false,85086344797,https://www.scopus.com/authid/detail.uri?authorId=57217120617,provisional_query_candidates
6402,2190,57217133973,Ozkan D.,1,0,0,1,0,,0.333333,false,85086385701,https://www.scopus.com/authid/detail.uri?authorId=57217133973,provisional_query_candidates
6403,2190,57217176894,Bahnsen O.,1,0,1,0,0,,0.333333,false,85086638987,https://www.scopus.com/authid/detail.uri?authorId=57217176894,provisional_query_candidates
6404,2190,57217202857,Grigorieff A.,1,0,1,0,0,,0.333333,false,85082647803,https://www.scopus.com/authid/detail.uri?authorId=57217202857,provisional_query_candidates
6405,2190,57217220330,Thomaidou M.A.,1,0,1,0,0,,0.5,false,85135967983,https://www.scopus.com/authid/detail.uri?authorId=57217220330,provisional_query_candidates
6406,2190,57217281655,Bhandarkar T.,1,0,1,0,0,,0.022727,false,105011302164,https://www.scopus.com/authid/detail.uri?authorId=57217281655,provisional_query_candidates
6407,2190,57217304282,Bashir H.,1,0,1,0,0,,0.25,false,85087087482,https://www.scopus.com/authid/detail.uri?authorId=57217304282,provisional_query_candidates
6408,2190,57217354005,De Blok L.,1,1,0,1,0,,0.5,false,85189489622,https://www.scopus.com/authid/detail.uri?authorId=57217354005,provisional_query_candidates
6409,2190,57217359751,Alrababah A.,1,0,1,0,0,,0.25,false,85107735722,https://www.scopus.com/authid/detail.uri?authorId=57217359751,provisional_query_candidates
6410,2190,57217488373,Tobback I.,1,1,1,0,0,,0.333333,false,85087287708,https://www.scopus.com/authid/detail.uri?authorId=57217488373,provisional_query_candidates
6411,2190,57217513791,Lohse T.,1,0,1,0,0,,0.25,false,85164820661,https://www.scopus.com/authid/detail.uri?authorId=57217513791,provisional_query_candidates
6412,2190,57217597348,Zhang Y.,1,1,0,1,0,,0.5,false,85147497642,https://www.scopus.com/authid/detail.uri?authorId=57217597348,provisional_query_candidates
6413,2190,57217634336,Fassl F.,1,1,1,0,0,,0.166667,false,105039818693,https://www.scopus.com/authid/detail.uri?authorId=57217634336,provisional_query_candidates
6414,2190,57217658944,Giani M.,1,0,1,0,0,,0.333333,false,85104680611,https://www.scopus.com/authid/detail.uri?authorId=57217658944,provisional_query_candidates
6415,2190,57217747512,Webb M.,1,0,0,1,0,,0.25,false,85185801635,https://www.scopus.com/authid/detail.uri?authorId=57217747512,provisional_query_candidates
6416,2190,57217764579,Rodriguez J.,1,0,0,1,0,,0.333333,false,85087521618,https://www.scopus.com/authid/detail.uri?authorId=57217764579,provisional_query_candidates
6417,2190,57217777264,Zheng G.,1,0,0,1,0,,0.2,false,105036593680,https://www.scopus.com/authid/detail.uri?authorId=57217777264,provisional_query_candidates
6418,2190,57217872827,Alvarez A.M.,1,0,0,1,0,,0.333333,false,85195085859,https://www.scopus.com/authid/detail.uri?authorId=57217872827,provisional_query_candidates
