position,score_rank,authid,name,n_articles,n_text_cue_articles,n_first,n_last,n_panel_cue_articles,panel_provider_cues,fractional_credit_on_counted_articles,tess_investigator_in_frozen_roster,article_ids,scopus_author_url,status
2849,2190,8881259700,Benlian A.,1,0,0,1,0,,0.25,false,105015145961,https://www.scopus.com/authid/detail.uri?authorId=8881259700,provisional_query_candidates
2850,2190,8899376800,Sheafer T.,1,0,0,1,0,,0.25,false,85095792151,https://www.scopus.com/authid/detail.uri?authorId=8899376800,provisional_query_candidates
2851,2190,8904784200,Van de Walle B.,1,0,0,1,1,Amazon Mechanical Turk,0.25,false,85140221187,https://www.scopus.com/authid/detail.uri?authorId=8904784200,provisional_query_candidates
2852,2190,8922765200,Kirwin M.,1,0,0,1,0,,0.5,false,85134480118,https://www.scopus.com/authid/detail.uri?authorId=8922765200,provisional_query_candidates
2853,2190,8928406500,Brancati D.,1,0,1,1,0,,1.0,false,84911971564,https://www.scopus.com/authid/detail.uri?authorId=8928406500,provisional_query_candidates
2854,2190,8931320000,Edo-Izquierdo S.,1,1,1,0,0,,0.333333,false,85079037666,https://www.scopus.com/authid/detail.uri?authorId=8931320000,provisional_query_candidates
2855,2190,8956817300,Gundert S.,1,1,0,1,0,,0.5,false,84973462486,https://www.scopus.com/authid/detail.uri?authorId=8956817300,provisional_query_candidates
2856,2190,8961169900,Wiseman A.E.,1,0,0,1,0,,0.25,false,85121376619,https://www.scopus.com/authid/detail.uri?authorId=8961169900,provisional_query_candidates
2857,2190,8970677600,Bächtiger A.,1,0,0,1,0,,0.333333,false,85065205586,https://www.scopus.com/authid/detail.uri?authorId=8970677600,provisional_query_candidates
2858,2190,8982523700,Mikos R.A.,1,0,1,0,0,,0.5,true,85074396257,https://www.scopus.com/authid/detail.uri?authorId=8982523700,provisional_query_candidates
2859,2190,8982643300,Bernerth J.B.,1,1,1,0,0,,0.2,false,105034125547,https://www.scopus.com/authid/detail.uri?authorId=8982643300,provisional_query_candidates
2860,2190,9040521400,Macours K.,1,0,0,1,0,,0.5,false,85090028983,https://www.scopus.com/authid/detail.uri?authorId=9040521400,provisional_query_candidates
2861,2190,9042819600,Mencarini L.,1,0,0,1,0,,0.25,false,105046307853,https://www.scopus.com/authid/detail.uri?authorId=9042819600,provisional_query_candidates
2862,2190,9233682100,Boysen G.A.,1,1,1,0,0,,0.333333,false,85158145811,https://www.scopus.com/authid/detail.uri?authorId=9233682100,provisional_query_candidates
2863,2190,9235054200,Crespi G.P.,1,1,0,1,0,,0.25,false,105040694675,https://www.scopus.com/authid/detail.uri?authorId=9235054200,provisional_query_candidates
2864,2190,9239245300,Barelds D.P.H.,1,1,0,1,0,,0.333333,false,85097372205,https://www.scopus.com/authid/detail.uri?authorId=9239245300,provisional_query_candidates
2865,2190,9239772500,Pahl S.,1,1,0,1,0,,0.25,false,105005171818,https://www.scopus.com/authid/detail.uri?authorId=9239772500,provisional_query_candidates
2866,2190,9248938000,Jones B.S.,1,0,1,0,0,,0.111111,false,85077141779,https://www.scopus.com/authid/detail.uri?authorId=9248938000,provisional_query_candidates
2867,2190,9271512800,Schwadel P.,1,0,0,1,0,,0.333333,false,85192536702,https://www.scopus.com/authid/detail.uri?authorId=9271512800,provisional_query_candidates
2868,2190,9278617000,Schwindt-Bayer L.A.,1,0,0,1,0,,0.5,false,85139735669,https://www.scopus.com/authid/detail.uri?authorId=9278617000,provisional_query_candidates
2869,2190,9336570700,Bindemann M.,1,0,0,1,0,,0.5,false,105045236323,https://www.scopus.com/authid/detail.uri?authorId=9336570700,provisional_query_candidates
2870,2190,9337844800,Oltedal V.M.,1,0,0,1,0,,0.333333,false,85152956814,https://www.scopus.com/authid/detail.uri?authorId=9337844800,provisional_query_candidates
2871,2190,9338264000,Roberts P.S.,1,1,1,0,0,,0.333333,false,85088817409,https://www.scopus.com/authid/detail.uri?authorId=9338264000,provisional_query_candidates
2872,2190,9434782800,Sanchez T.,1,1,0,1,0,,0.1,false,105002781025,https://www.scopus.com/authid/detail.uri?authorId=9434782800,provisional_query_candidates
2873,2190,9532903300,Keller C.,1,0,0,1,0,,0.5,false,81255166008,https://www.scopus.com/authid/detail.uri?authorId=9532903300,provisional_query_candidates
2874,2190,9632467900,Lange A.,1,0,0,1,0,,0.333333,false,85207923414,https://www.scopus.com/authid/detail.uri?authorId=9632467900,provisional_query_candidates
2875,2190,9640121100,Grieco J.M.,1,0,1,0,0,,0.25,false,79958244532,https://www.scopus.com/authid/detail.uri?authorId=9640121100,provisional_query_candidates
2876,2190,9732762900,Rebellon C.J.,1,1,0,1,0,,0.2,false,85064836671,https://www.scopus.com/authid/detail.uri?authorId=9732762900,provisional_query_candidates
2877,2190,9733317500,Piccolo R.F.,1,0,0,1,0,,0.333333,false,84924561457,https://www.scopus.com/authid/detail.uri?authorId=9733317500,provisional_query_candidates
2878,2190,9734260000,Carpiano R.,1,1,1,0,0,,0.5,false,85020002197,https://www.scopus.com/authid/detail.uri?authorId=9734260000,provisional_query_candidates
2879,2190,9734624300,Agoritsas T.,1,1,0,1,0,,0.25,false,105045048993,https://www.scopus.com/authid/detail.uri?authorId=9734624300,provisional_query_candidates
2880,2190,9741634300,Markowitz E.M.,1,0,0,1,0,,0.25,false,84994219824,https://www.scopus.com/authid/detail.uri?authorId=9741634300,provisional_query_candidates
2881,2190,9742968000,Shwom R.L.,1,1,0,1,0,,0.2,false,85042088071,https://www.scopus.com/authid/detail.uri?authorId=9742968000,provisional_query_candidates
2882,2190,9842103900,Quick B.L.,1,1,0,1,0,,0.333333,false,85082452360,https://www.scopus.com/authid/detail.uri?authorId=9842103900,provisional_query_candidates
2883,2190,9846426900,Genna G.M.,1,1,1,0,0,,0.5,false,85183924643,https://www.scopus.com/authid/detail.uri?authorId=9846426900,provisional_query_candidates
2884,2190,9943172600,Brewster Z.W.,1,0,1,0,0,,0.5,false,85089403842,https://www.scopus.com/authid/detail.uri?authorId=9943172600,provisional_query_candidates
2885,2190,10039069100,Wasserman J.A.,1,1,0,1,0,,0.333333,false,84945205520,https://www.scopus.com/authid/detail.uri?authorId=10039069100,provisional_query_candidates
2886,2190,10043011700,Giustiniano L.,1,1,0,1,0,,0.166667,false,85081641018,https://www.scopus.com/authid/detail.uri?authorId=10043011700,provisional_query_candidates
2887,2190,10043994600,Kauffeld S.,1,1,0,1,0,,0.5,false,85183969982,https://www.scopus.com/authid/detail.uri?authorId=10043994600,provisional_query_candidates
2888,2190,10044900000,Woods N.D.,1,0,0,1,0,,0.5,false,85092023409,https://www.scopus.com/authid/detail.uri?authorId=10044900000,provisional_query_candidates
2889,2190,10045651100,Van Der Pas S.,1,1,0,1,0,,0.333333,false,105010908581,https://www.scopus.com/authid/detail.uri?authorId=10045651100,provisional_query_candidates
2890,2190,10143864600,Boomgaarden H.,1,0,0,1,0,,0.111111,false,85104798005,https://www.scopus.com/authid/detail.uri?authorId=10143864600,provisional_query_candidates
2891,2190,10144834600,Schulz T.,1,0,1,0,0,,0.5,false,85203619101,https://www.scopus.com/authid/detail.uri?authorId=10144834600,provisional_query_candidates
2892,2190,10241661800,Magalhães P.C.,1,0,1,0,0,,0.25,false,105012123001,https://www.scopus.com/authid/detail.uri?authorId=10241661800,provisional_query_candidates
2893,2190,10339019600,Scheitle C.P.,1,1,1,0,0,,0.5,false,85059031826,https://www.scopus.com/authid/detail.uri?authorId=10339019600,provisional_query_candidates
2894,2190,10439439000,Martinovic B.,1,0,0,1,0,,0.333333,false,84943817918,https://www.scopus.com/authid/detail.uri?authorId=10439439000,provisional_query_candidates
2895,2190,10440598600,Badahdah A.,1,1,0,1,0,,0.333333,false,85136147119,https://www.scopus.com/authid/detail.uri?authorId=10440598600,provisional_query_candidates
2896,2190,10440608100,Madrid R.,1,0,1,0,1,YouGov,0.25,false,85125647744,https://www.scopus.com/authid/detail.uri?authorId=10440608100,provisional_query_candidates
2897,2190,10540269700,Lacasse J.R.,1,1,1,0,0,,0.2,false,84865629162,https://www.scopus.com/authid/detail.uri?authorId=10540269700,provisional_query_candidates
2898,2190,10639709000,Wilson R.S.,1,1,0,1,0,,0.333333,false,85217162850,https://www.scopus.com/authid/detail.uri?authorId=10639709000,provisional_query_candidates
2899,2190,10738853700,Kuziemko I.,1,0,0,1,0,,0.5,false,84879697505,https://www.scopus.com/authid/detail.uri?authorId=10738853700,provisional_query_candidates
2900,2190,11140985000,Gassman-Pines A.,1,1,1,0,0,,0.125,false,84999635170,https://www.scopus.com/authid/detail.uri?authorId=11140985000,provisional_query_candidates
2901,2190,11142165800,Marquis C.,1,0,1,0,0,,0.333333,false,85194900151,https://www.scopus.com/authid/detail.uri?authorId=11142165800,provisional_query_candidates
2902,2190,11239614900,Jann B.,1,1,1,0,0,,0.333333,false,85105549208,https://www.scopus.com/authid/detail.uri?authorId=11239614900,provisional_query_candidates
2903,2190,11439249800,Beyerlein K.,1,0,1,0,0,,0.5,false,85097593946,https://www.scopus.com/authid/detail.uri?authorId=11439249800,provisional_query_candidates
2904,2190,11439396000,Knotts H.G.,1,0,0,1,0,,0.5,false,85088293543,https://www.scopus.com/authid/detail.uri?authorId=11439396000,provisional_query_candidates
2905,2190,11440819400,Coffé H.,1,0,1,0,0,,0.333333,false,85204083839,https://www.scopus.com/authid/detail.uri?authorId=11440819400,provisional_query_candidates
2906,2190,11540199200,Fernández-Albertos J.,1,0,1,0,0,,0.333333,false,84890164457,https://www.scopus.com/authid/detail.uri?authorId=11540199200,provisional_query_candidates
2907,2190,12041661400,Bougherara D.,1,0,1,0,0,,0.25,false,105033767744,https://www.scopus.com/authid/detail.uri?authorId=12041661400,provisional_query_candidates
2908,2190,12143477900,Linnér B.O.,1,0,0,1,0,,0.25,false,105045388717,https://www.scopus.com/authid/detail.uri?authorId=12143477900,provisional_query_candidates
2909,2190,12244755900,Mayer D.M.,1,1,1,0,0,,0.25,false,85061080395,https://www.scopus.com/authid/detail.uri?authorId=12244755900,provisional_query_candidates
2910,2190,12244817200,Tuinman M.A.,1,1,1,0,0,,0.333333,false,85044284394,https://www.scopus.com/authid/detail.uri?authorId=12244817200,provisional_query_candidates
2911,2190,12446757200,Bilodeau A.,1,0,1,0,0,,0.5,false,85185937707,https://www.scopus.com/authid/detail.uri?authorId=12446757200,provisional_query_candidates
2912,2190,12447032700,Allen B.,1,0,1,0,0,,0.25,false,85032647734,https://www.scopus.com/authid/detail.uri?authorId=12447032700,provisional_query_candidates
2913,2190,12545503200,Banting K.,1,0,1,0,0,,0.333333,false,85139840386,https://www.scopus.com/authid/detail.uri?authorId=12545503200,provisional_query_candidates
2914,2190,12645470100,McGinnis S.,1,1,0,1,0,,0.076923,false,85129685284,https://www.scopus.com/authid/detail.uri?authorId=12645470100,provisional_query_candidates
2915,2190,12646126300,Vlaev I.,1,1,0,1,0,,0.166667,false,85141244667,https://www.scopus.com/authid/detail.uri?authorId=12646126300,provisional_query_candidates
2916,2190,12646995000,Popham F.,1,1,0,1,0,,0.333333,false,85077948545,https://www.scopus.com/authid/detail.uri?authorId=12646995000,provisional_query_candidates
2917,2190,12752162900,Bailer S.,1,0,0,1,0,,0.5,false,85136193324,https://www.scopus.com/authid/detail.uri?authorId=12752162900,provisional_query_candidates
2918,2190,12753624200,West B.T.,1,0,1,0,0,,0.333333,false,85172201838,https://www.scopus.com/authid/detail.uri?authorId=12753624200,provisional_query_candidates
2919,2190,12765439300,Hoegl M.,1,1,0,1,0,,0.25,false,85206073450,https://www.scopus.com/authid/detail.uri?authorId=12765439300,provisional_query_candidates
2920,2190,12768116200,Smulowitz P.,1,1,0,1,0,,0.125,false,105044658302,https://www.scopus.com/authid/detail.uri?authorId=12768116200,provisional_query_candidates
2921,2190,12772905100,Tilburt J.C.,1,1,1,0,0,,0.125,false,77950240325,https://www.scopus.com/authid/detail.uri?authorId=12772905100,provisional_query_candidates
2922,2190,12779386300,Goodyear-Grant E.,1,0,0,1,0,,0.2,false,105026049694,https://www.scopus.com/authid/detail.uri?authorId=12779386300,provisional_query_candidates
2923,2190,12781669000,De Weerdt J.,1,0,0,1,0,,0.333333,false,84857797929,https://www.scopus.com/authid/detail.uri?authorId=12781669000,provisional_query_candidates
2924,2190,12783330800,Staton J.K.,1,0,0,1,0,,0.2,false,85114105553,https://www.scopus.com/authid/detail.uri?authorId=12783330800,provisional_query_candidates
2925,2190,12783363200,Caplan J.M.,1,1,0,1,0,,0.5,false,85091231247,https://www.scopus.com/authid/detail.uri?authorId=12783363200,provisional_query_candidates
2926,2190,12784099900,Karsai M.,1,0,0,1,0,,0.5,false,105005603777,https://www.scopus.com/authid/detail.uri?authorId=12784099900,provisional_query_candidates
2927,2190,12798633400,Murray L.,1,1,0,1,0,,0.111111,false,85065246498,https://www.scopus.com/authid/detail.uri?authorId=12798633400,provisional_query_candidates
2928,2190,12799200600,Heinemann F.,1,0,0,1,0,,0.5,false,85094894550,https://www.scopus.com/authid/detail.uri?authorId=12799200600,provisional_query_candidates
2929,2190,12800413700,Wechsler S.,1,1,0,1,0,,0.166667,false,105038469790,https://www.scopus.com/authid/detail.uri?authorId=12800413700,provisional_query_candidates
2930,2190,12806052600,Karlan D.,1,0,1,0,0,,0.5,false,85092361391,https://www.scopus.com/authid/detail.uri?authorId=12806052600,provisional_query_candidates
2931,2190,12806684500,Sunde U.,1,0,0,1,0,,0.25,false,85121216755,https://www.scopus.com/authid/detail.uri?authorId=12806684500,provisional_query_candidates
2932,2190,12806910100,Derks B.,1,1,0,1,0,,0.333333,false,85190988573,https://www.scopus.com/authid/detail.uri?authorId=12806910100,provisional_query_candidates
2933,2190,13003990400,Hess N.H.,1,1,1,0,1,Amazon Mechanical Turk,0.5,false,85149836906,https://www.scopus.com/authid/detail.uri?authorId=13003990400,provisional_query_candidates
2934,2190,13004696900,Zezza A.,1,0,0,1,0,,0.333333,false,85214697611,https://www.scopus.com/authid/detail.uri?authorId=13004696900,provisional_query_candidates
2935,2190,13004950700,Atzmüller C.,1,1,1,0,0,,0.5,false,77954812681,https://www.scopus.com/authid/detail.uri?authorId=13004950700,provisional_query_candidates
2936,2190,13005284900,Gandhi J.,1,1,1,0,0,,0.5,false,85067385477,https://www.scopus.com/authid/detail.uri?authorId=13005284900,provisional_query_candidates
2937,2190,13005492400,Reinhardt G.,1,0,1,1,0,,1.0,false,84925238600,https://www.scopus.com/authid/detail.uri?authorId=13005492400,provisional_query_candidates
2938,2190,13008515100,Posch A.,1,0,0,1,0,,0.2,false,85182981807,https://www.scopus.com/authid/detail.uri?authorId=13008515100,provisional_query_candidates
2939,2190,13103262800,Neckermann S.,1,0,1,0,0,,0.5,false,84882800743,https://www.scopus.com/authid/detail.uri?authorId=13103262800,provisional_query_candidates
2940,2190,13104955800,Cappelen A.W.,1,0,1,0,0,,0.25,false,85103752245,https://www.scopus.com/authid/detail.uri?authorId=13104955800,provisional_query_candidates
2941,2190,13106018700,Mukherjee B.,1,0,0,1,0,,0.2,false,85191414669,https://www.scopus.com/authid/detail.uri?authorId=13106018700,provisional_query_candidates
2942,2190,13403379200,Claassen R.L.,1,0,1,0,0,,0.333333,true,85208201243,https://www.scopus.com/authid/detail.uri?authorId=13403379200,provisional_query_candidates
2943,2190,13404759400,Schwalbe C.S.,1,1,1,0,0,,0.2,false,84876049317,https://www.scopus.com/authid/detail.uri?authorId=13404759400,provisional_query_candidates
2944,2190,13404871700,Brady M.C.,1,0,1,0,0,,0.5,false,85032020748,https://www.scopus.com/authid/detail.uri?authorId=13404871700,provisional_query_candidates
2945,2190,13404923300,Moseley A.,1,0,1,0,0,,0.5,false,84931411051,https://www.scopus.com/authid/detail.uri?authorId=13404923300,provisional_query_candidates
2946,2190,13405272500,Schomerus G.,1,1,1,0,0,,0.166667,false,84959319641,https://www.scopus.com/authid/detail.uri?authorId=13405272500,provisional_query_candidates
2947,2190,13405904200,Press D.G.,1,0,1,0,0,,0.333333,false,84874488456,https://www.scopus.com/authid/detail.uri?authorId=13405904200,provisional_query_candidates
2948,2190,13406674400,Corten R.,1,1,0,1,0,,0.5,false,85141016149,https://www.scopus.com/authid/detail.uri?authorId=13406674400,provisional_query_candidates
2949,2190,13605817300,Strebinger A.,1,0,1,0,0,,0.5,false,105008494369,https://www.scopus.com/authid/detail.uri?authorId=13605817300,provisional_query_candidates
2950,2190,13606338800,Czarnitzki D.,1,0,1,0,0,,0.5,false,85209104569,https://www.scopus.com/authid/detail.uri?authorId=13606338800,provisional_query_candidates
2951,2190,13608735400,Hanmer J.,1,0,0,1,0,,0.2,false,85030657786,https://www.scopus.com/authid/detail.uri?authorId=13608735400,provisional_query_candidates
2952,2190,13609789300,Patel M.I.,1,1,0,1,0,,0.1,false,84908356568,https://www.scopus.com/authid/detail.uri?authorId=13609789300,provisional_query_candidates
2953,2190,13610695300,Wright A.,1,1,1,0,0,,0.166667,false,84858064901,https://www.scopus.com/authid/detail.uri?authorId=13610695300,provisional_query_candidates
2954,2190,13612208300,Jones H.P.,1,1,0,1,0,,0.125,false,105012122409,https://www.scopus.com/authid/detail.uri?authorId=13612208300,provisional_query_candidates
2955,2190,13612369700,Zampetakis L.A.,1,0,1,0,0,,0.5,false,85101645542,https://www.scopus.com/authid/detail.uri?authorId=13612369700,provisional_query_candidates
2956,2190,13907073600,Treiblmaier H.,1,0,0,1,0,,0.5,false,105008494369,https://www.scopus.com/authid/detail.uri?authorId=13907073600,provisional_query_candidates
2957,2190,13908379700,Lacina B.,1,0,1,0,0,,0.5,true,84876497071,https://www.scopus.com/authid/detail.uri?authorId=13908379700,provisional_query_candidates
2958,2190,14009810400,Hooker G.W.,1,1,1,0,0,,0.166667,false,84902186245,https://www.scopus.com/authid/detail.uri?authorId=14009810400,provisional_query_candidates
2959,2190,14010125600,Huizer E.,1,1,0,1,0,,0.333333,false,84888615520,https://www.scopus.com/authid/detail.uri?authorId=14010125600,provisional_query_candidates
2960,2190,14014022300,Groeneveld S.,1,0,0,1,0,,0.5,false,85164502529,https://www.scopus.com/authid/detail.uri?authorId=14014022300,provisional_query_candidates
2961,2190,14014049000,Amengual M.,1,0,1,0,0,,0.5,false,85129147756,https://www.scopus.com/authid/detail.uri?authorId=14014049000,provisional_query_candidates
2962,2190,14014049500,Qari S.,1,0,0,1,0,,0.25,false,85164820661,https://www.scopus.com/authid/detail.uri?authorId=14014049500,provisional_query_candidates
2963,2190,14015114400,Carroll R.,1,0,0,1,0,,0.333333,false,85160082995,https://www.scopus.com/authid/detail.uri?authorId=14015114400,provisional_query_candidates
2964,2190,14021429900,Newman B.,1,0,1,1,0,,1.0,true,85049016746,https://www.scopus.com/authid/detail.uri?authorId=14021429900,provisional_query_candidates
2965,2190,14021621700,Hoffman L.H.,1,0,1,0,0,,0.166667,false,85089779536,https://www.scopus.com/authid/detail.uri?authorId=14021621700,provisional_query_candidates
2966,2190,14025065800,Setälä M.,1,1,0,1,0,,0.333333,false,85093834577,https://www.scopus.com/authid/detail.uri?authorId=14025065800,provisional_query_candidates
2967,2190,14028696400,Koski C.,1,0,1,0,0,,0.5,false,85176136230,https://www.scopus.com/authid/detail.uri?authorId=14028696400,provisional_query_candidates
2968,2190,14032094100,Scotto T.J.,1,1,0,1,0,,0.333333,false,85142611479,https://www.scopus.com/authid/detail.uri?authorId=14032094100,provisional_query_candidates
2969,2190,14032166800,Polga-Hecimovich J.,1,0,1,0,0,,0.333333,false,85062479527,https://www.scopus.com/authid/detail.uri?authorId=14032166800,provisional_query_candidates
2970,2190,14035187000,Benenson Z.,1,0,0,1,0,,0.25,false,105015421735,https://www.scopus.com/authid/detail.uri?authorId=14035187000,provisional_query_candidates
2971,2190,14039207900,Levitan L.,1,0,1,1,0,,1.0,true,85050588831,https://www.scopus.com/authid/detail.uri?authorId=14039207900,provisional_query_candidates
2972,2190,14043795100,Groen A.,1,1,0,1,0,,0.25,false,85180970215,https://www.scopus.com/authid/detail.uri?authorId=14043795100,provisional_query_candidates
2973,2190,14049808600,Bieri S.,1,1,0,1,0,,0.2,false,85077691868,https://www.scopus.com/authid/detail.uri?authorId=14049808600,provisional_query_candidates
2974,2190,14050864300,Strimling P.,1,0,1,0,0,,0.333333,false,85042780371,https://www.scopus.com/authid/detail.uri?authorId=14050864300,provisional_query_candidates
2975,2190,14056648600,Oyamot C.,1,0,1,0,0,,0.25,false,82655172374,https://www.scopus.com/authid/detail.uri?authorId=14056648600,provisional_query_candidates
2976,2190,14057111500,Todd A.,1,1,0,1,0,,0.166667,false,85188423659,https://www.scopus.com/authid/detail.uri?authorId=14057111500,provisional_query_candidates
2977,2190,14062903900,Bachus K.,1,0,0,1,0,,0.5,false,105041474144,https://www.scopus.com/authid/detail.uri?authorId=14062903900,provisional_query_candidates
2978,2190,14067696800,Maxwell R.,1,1,1,0,0,,0.5,false,85014099947,https://www.scopus.com/authid/detail.uri?authorId=14067696800,provisional_query_candidates
2979,2190,14068412100,Bröring S.,1,0,0,1,0,,0.25,false,85111472766,https://www.scopus.com/authid/detail.uri?authorId=14068412100,provisional_query_candidates
2980,2190,14119317800,de Goeij P.,1,0,0,1,0,,0.5,false,85096998753,https://www.scopus.com/authid/detail.uri?authorId=14119317800,provisional_query_candidates
2981,2190,14319168000,Schyns B.,1,1,0,1,0,,0.5,false,85181957041,https://www.scopus.com/authid/detail.uri?authorId=14319168000,provisional_query_candidates
2982,2190,14319487900,Wolak J.,1,0,0,1,0,,0.5,false,85190556449,https://www.scopus.com/authid/detail.uri?authorId=14319487900,provisional_query_candidates
2983,2190,14527315700,Hartmann P.,1,1,0,1,0,,0.333333,false,85145502894,https://www.scopus.com/authid/detail.uri?authorId=14527315700,provisional_query_candidates
2984,2190,14618916900,Dolšak N.,1,0,1,0,0,,0.333333,false,85087378517,https://www.scopus.com/authid/detail.uri?authorId=14618916900,provisional_query_candidates
2985,2190,14618921500,Baranik L.E.,1,1,0,1,0,,0.333333,false,85150423592,https://www.scopus.com/authid/detail.uri?authorId=14618921500,provisional_query_candidates
2986,2190,14622477400,Jäckle A.,1,1,0,1,0,,0.5,false,85024131036,https://www.scopus.com/authid/detail.uri?authorId=14622477400,provisional_query_candidates
2987,2190,14630304300,Dunham Y.,1,0,1,0,0,,0.333333,false,84962590632,https://www.scopus.com/authid/detail.uri?authorId=14630304300,provisional_query_candidates
2988,2190,14822575600,Saperstein A.,1,0,0,1,0,,0.5,true,105041535228,https://www.scopus.com/authid/detail.uri?authorId=14822575600,provisional_query_candidates
2989,2190,14827457200,Taylor J.,1,0,0,1,0,,0.2,false,105045054901,https://www.scopus.com/authid/detail.uri?authorId=14827457200,provisional_query_candidates
2990,2190,14834263000,LeBas A.,1,1,0,1,0,,0.5,false,85077724989,https://www.scopus.com/authid/detail.uri?authorId=14834263000,provisional_query_candidates
2991,2190,14919358400,Hankla C.,1,0,1,0,0,,0.25,false,85144165413,https://www.scopus.com/authid/detail.uri?authorId=14919358400,provisional_query_candidates
2992,2190,15019781800,Rehdanz K.,1,1,0,1,0,,0.25,false,85153201787,https://www.scopus.com/authid/detail.uri?authorId=15019781800,provisional_query_candidates
2993,2190,15020018900,Wong-Parodi G.,1,1,0,1,0,,0.333333,false,84953714214,https://www.scopus.com/authid/detail.uri?authorId=15020018900,provisional_query_candidates
2994,2190,15023863700,Ziblatt D.,1,0,0,1,0,,0.333333,false,85122911543,https://www.scopus.com/authid/detail.uri?authorId=15023863700,provisional_query_candidates
2995,2190,15027946600,Underhill K.,1,1,1,1,0,,1.0,false,85077431192,https://www.scopus.com/authid/detail.uri?authorId=15027946600,provisional_query_candidates
2996,2190,15030383100,Wietzke F.B.,1,0,1,1,0,,1.0,false,85185762474,https://www.scopus.com/authid/detail.uri?authorId=15030383100,provisional_query_candidates
2997,2190,15041322100,Zhang L.,1,1,1,0,0,,0.5,false,105027391846,https://www.scopus.com/authid/detail.uri?authorId=15041322100,provisional_query_candidates
2998,2190,15047029600,Reinhart A.M.,1,1,1,1,0,,1.0,false,86000371600,https://www.scopus.com/authid/detail.uri?authorId=15047029600,provisional_query_candidates
2999,2190,15048885600,Sokhey A.,1,0,1,0,0,,0.5,false,84888056901,https://www.scopus.com/authid/detail.uri?authorId=15048885600,provisional_query_candidates
3000,2190,15049653700,Kuppuswamy V.,1,1,1,0,0,,0.5,false,85081113599,https://www.scopus.com/authid/detail.uri?authorId=15049653700,provisional_query_candidates
3001,2190,15049748900,Rubaltelli E.,1,0,0,1,0,,0.125,false,105034954403,https://www.scopus.com/authid/detail.uri?authorId=15049748900,provisional_query_candidates
3002,2190,15050129500,Chuan C.H.,1,0,1,0,0,,0.25,false,105038724298,https://www.scopus.com/authid/detail.uri?authorId=15050129500,provisional_query_candidates
3003,2190,15051165200,Peichl A.,1,0,0,1,0,,0.25,false,85145200685,https://www.scopus.com/authid/detail.uri?authorId=15051165200,provisional_query_candidates
3004,2190,15051465700,Findor A.,1,1,1,0,0,,0.25,false,105000729082,https://www.scopus.com/authid/detail.uri?authorId=15051465700,provisional_query_candidates
3005,2190,15052680300,Verpoorten M.,1,0,0,1,0,,0.25,false,85194389570,https://www.scopus.com/authid/detail.uri?authorId=15052680300,provisional_query_candidates
3006,2190,15057854400,Hidalgo F.D.,1,0,0,1,0,,0.5,false,85053067989,https://www.scopus.com/authid/detail.uri?authorId=15057854400,provisional_query_candidates
3007,2190,15058239700,Mercier H.,1,1,0,1,0,,0.25,false,85181695148,https://www.scopus.com/authid/detail.uri?authorId=15058239700,provisional_query_candidates
3008,2190,15059715200,Waismel-Manor I.,1,0,1,0,0,,0.5,true,85029796805,https://www.scopus.com/authid/detail.uri?authorId=15059715200,provisional_query_candidates
3009,2190,15059751700,Weitzel U.,1,0,0,1,0,,0.2,false,85170076336,https://www.scopus.com/authid/detail.uri?authorId=15059751700,provisional_query_candidates
3010,2190,15060787300,Vermeir I.,1,0,0,1,0,,0.25,false,84963799609,https://www.scopus.com/authid/detail.uri?authorId=15060787300,provisional_query_candidates
3011,2190,15061606500,Lovecraft A.L.,1,0,0,1,0,,0.5,false,85082829943,https://www.scopus.com/authid/detail.uri?authorId=15061606500,provisional_query_candidates
3012,2190,15063112700,McClintock C.,1,0,0,1,0,,0.5,false,85163198120,https://www.scopus.com/authid/detail.uri?authorId=15063112700,provisional_query_candidates
3013,2190,15063450100,Sonderegger S.,1,1,0,1,0,,0.333333,false,85161010930,https://www.scopus.com/authid/detail.uri?authorId=15063450100,provisional_query_candidates
3014,2190,15063526800,Sheldon O.J.,1,1,0,1,0,,0.333333,false,84964786204,https://www.scopus.com/authid/detail.uri?authorId=15063526800,provisional_query_candidates
3015,2190,15064259400,Küster D.,1,1,1,0,0,,0.5,false,85090926311,https://www.scopus.com/authid/detail.uri?authorId=15064259400,provisional_query_candidates
3016,2190,15065635700,Ongena Y.,1,1,0,1,0,,0.333333,false,105041142983,https://www.scopus.com/authid/detail.uri?authorId=15065635700,provisional_query_candidates
3017,2190,15072339500,Stoutenborough J.W.,1,1,1,0,0,,0.333333,false,84964241141,https://www.scopus.com/authid/detail.uri?authorId=15072339500,provisional_query_candidates
3018,2190,15076710300,Agerström J.,1,0,1,0,0,,0.333333,false,85145505915,https://www.scopus.com/authid/detail.uri?authorId=15076710300,provisional_query_candidates
3019,2190,15080598000,Cleeren K.,1,0,0,1,0,,0.25,false,86000726011,https://www.scopus.com/authid/detail.uri?authorId=15080598000,provisional_query_candidates
3020,2190,15080660400,Broniatowski D.A.,1,0,0,1,0,,0.333333,false,85134973840,https://www.scopus.com/authid/detail.uri?authorId=15080660400,provisional_query_candidates
3021,2190,15080918400,Kettrey H.H.,1,1,1,0,0,,0.5,false,85144287994,https://www.scopus.com/authid/detail.uri?authorId=15080918400,provisional_query_candidates
3022,2190,15119466500,Stroud N.J.,1,0,0,1,0,,0.25,false,84939186199,https://www.scopus.com/authid/detail.uri?authorId=15119466500,provisional_query_candidates
